epoch;acc;loss;val_acc;val_loss
0;0.838819512658392;0.3782131192640236;0.6109740477904939;1.0592305900757772
1;0.8717921510931361;0.3078364421307289;0.7811586260795593;0.4818658661424068
2;0.8978893877694494;0.2557418257229312;0.7585891845979189;0.6950969484291578
3;0.9130092141815578;0.22374617717401363;0.7473044594128927;1.2199527145477764
4;0.9223498631518056;0.20389673736029523;0.9120065789473685;0.22922455441010625
5;0.9271692125457335;0.19092894909916053;0.8900310684714401;0.31010826376446504
6;0.9321249591043919;0.1790383346270405;0.8450749275977152;0.4020137376429742
7;0.9352267214560486;0.17230346348682268;0.8823556298749489;0.29917206105433014
8;0.93933882890224;0.16330351191279266;0.8323739040316197;0.41559209269389774
9;0.9415413843093857;0.15738178609674353;0.7843567274118725;1.1534537359287864
10;0.9435772310172783;0.1509103525816585;0.907255116261934;0.23570258706285244
11;0.9460273189641802;0.14575269110826009;0.7753563617405138;1.164177866358506
12;0.9474519073789728;0.14170573687923405;0.9117324556175032;0.240999703083122
