epoch;acc;loss;val_acc;val_loss
0;0.8543160508624559;0.3420887061452109;0.6631908230910833;1.3614625735187256
1;0.868794943401864;0.31434289664729687;0.7058516825400034;0.9570795327090474
2;0.8787629262708648;0.2949050566169328;0.7850702313099259;0.48528897535806054
3;0.8853605142684758;0.28182233173296556;0.6332883526633534;1.8230220825037604
4;0.8911397966831743;0.2700797422516079;0.6245169617248914;1.5696423698888704
5;0.8946329392814761;0.2616673786263894;0.7273201259273638;0.9475812361751211
6;0.8974816649120314;0.25659854973897583;0.705483654013647;1.3357021380061644
7;0.8999416944757793;0.252636289309213;0.7839048041899878;0.6672537876390748
8;0.9014913613260955;0.2475903077580155;0.7968778765465536;0.6846575381740766
9;0.9036547570505228;0.2420797292056417;0.6859780420395946;1.045790504456473
10;0.9046571816024621;0.23955838846168748;0.6915291669997147;1.0246752914911192
